"Country","ISO3","Year","Sex","AgeGroup","Indicator","StatisticalUnit","Value","Source","ICVACCategory","Dataset","Comments"
"North Macedonia","MKD",2021,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",153,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to those registered by the Ministry of Interior. In 2020: Аs a result of the increasing number of detected cases and registered crimes of smuggling of migrants (article 418-b) in which the victims are children under 18 (total 377 children). Partial data for 2018-2021. From 2022, a new system of registration (application) of crimes has been applied in the Ministry of interior."
"North Macedonia","MKD",2022,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1104,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to those registered by the Ministry of Interior. In 2020: Аs a result of the increasing number of detected cases and registered crimes of smuggling of migrants (article 418-b) in which the victims are children under 18 (total 377 children). Partial data for 2018-2021. From 2022, a new system of registration (application) of crimes has been applied in the Ministry of interior."
"Belarus","BLR",2015,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1589,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to minors recognized as victims of offences under the Criminal Code of the Republic of Belarus."
"Belarus","BLR",2016,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1633,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to minors recognized as victims of offences under the Criminal Code of the Republic of Belarus."
"Belarus","BLR",2017,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1938,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to minors recognized as victims of offences under the Criminal Code of the Republic of Belarus."
"Belarus","BLR",2018,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",2128,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to minors recognized as victims of offences under the Criminal Code of the Republic of Belarus."
"Belarus","BLR",2019,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",2258,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to minors recognized as victims of offences under the Criminal Code of the Republic of Belarus."
"Belarus","BLR",2020,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1907,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to minors recognized as victims of offences under the Criminal Code of the Republic of Belarus."
"Belarus","BLR",2021,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",2260,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to minors recognized as victims of offences under the Criminal Code of the Republic of Belarus."
"Belarus","BLR",2022,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",2500,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data refer to minors recognized as victims of offences under the Criminal Code of the Republic of Belarus."
"Republic of Moldova","MDA",2015,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1309,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2016,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",883,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2017,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1349,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2018,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1375,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2019,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1139,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2020,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",890,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2021,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",921,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2022,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1065,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Russian Federation","RUS",2015,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",96479,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Russian Federation","RUS",2016,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",69595,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Russian Federation","RUS",2017,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",91554,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Russian Federation","RUS",2018,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",96150,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Russian Federation","RUS",2019,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",99382,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Russian Federation","RUS",2020,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",90374,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Russian Federation","RUS",2021,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",103335,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Ukraine","UKR",2015,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",7050,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Ukraine","UKR",2016,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",7200,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Ukraine","UKR",2017,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",6303,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Ukraine","UKR",2018,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",5918,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Ukraine","UKR",2019,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",5471,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Ukraine","UKR",2020,"Total","0-17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",5236,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
