"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","RelationshipPerpetrator","Source","Dataset","ICVACCategory"
"Germany","DEU","Victims of intentional homicide",2013,308,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2013,107,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2013,29,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Greece","GRC","Victims of intentional homicide",2013,22,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2013,19,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2013,55,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2013,0,"Total","Total","Counts","Intimate partner or family member","CTS/SDG","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2013,180,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2013,38,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2013,9,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Republic of Moldova","MDA","Victims of intentional homicide",2013,26,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"North Macedonia","MKD","Victims of intentional homicide",2013,8,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2013,1,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2013,1,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2013,51,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Poland","POL","Victims of intentional homicide",2013,178,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2013,17,"Total","Total","Counts","Intimate partner or family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2013,5,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Holy See","VAT","Victims of intentional homicide",2013,0,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2014,22,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Armenia","ARM","Victims of intentional homicide",2014,9,"Total","Total","Counts","Intimate partner or family member","CTS/Covid-19","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2014,17,"Total","Total","Counts","Intimate partner or family member","CTS/GSH 2023 Revision","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bosnia and Herzegovina","BIH","Victims of intentional homicide",2014,15,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2014,82,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2014,23,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Cyprus","CYP","Victims of intentional homicide",2014,8,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2014,35,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2014,340,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2014,88,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2014,31,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Georgia","GEO","Victims of intentional homicide",2014,2,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Greece","GRC","Victims of intentional homicide",2014,17,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2014,19,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2014,57,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2014,1,"Total","Total","Counts","Intimate partner or family member","CTS/SDG","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2014,191,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2014,30,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Luxembourg","LUX","Victims of intentional homicide",2014,3,"Total","Total","Counts","Intimate partner or family member","CTS/OHCHR","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2014,24,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Republic of Moldova","MDA","Victims of intentional homicide",2014,23,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"North Macedonia","MKD","Victims of intentional homicide",2014,17,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2014,1,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2014,6,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2014,37,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Poland","POL","Victims of intentional homicide",2014,143,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Russian Federation","RUS","Victims of intentional homicide",2014,2577,"Total","Total","Counts","Intimate partner or family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2014,13,"Total","Total","Counts","Intimate partner or family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2014,8,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Holy See","VAT","Victims of intentional homicide",2014,0,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2015,20,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Armenia","ARM","Victims of intentional homicide",2015,5,"Total","Total","Counts","Intimate partner or family member","CTS/Covid-19","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2015,18,"Total","Total","Counts","Intimate partner or family member","CTS/GSH 2023 Revision","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bosnia and Herzegovina","BIH","Victims of intentional homicide",2015,15,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2015,109,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2015,36,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Cyprus","CYP","Victims of intentional homicide",2015,5,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2015,36,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2015,293,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2015,101,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2015,19,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2015,205,"Total","Total","Counts","Intimate partner or family member","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Greece","GRC","Victims of intentional homicide",2015,16,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2015,20,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2015,1,"Total","Total","Counts","Intimate partner or family member","CTS/SDG","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2015,170,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Liechtenstein","LIE","Victims of intentional homicide",2015,0,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2015,31,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2015,21,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Republic of Moldova","MDA","Victims of intentional homicide",2015,7,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"North Macedonia","MKD","Victims of intentional homicide",2015,7,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2015,1,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2015,6,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2015,45,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Poland","POL","Victims of intentional homicide",2015,146,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Romania","ROU","Victims of intentional homicide",2015,111,"Total","Total","Counts","Intimate partner or family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Russian Federation","RUS","Victims of intentional homicide",2015,2874,"Total","Total","Counts","Intimate partner or family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2015,7,"Total","Total","Counts","Intimate partner or family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
