"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","Source","Dataset","ICVACCategory","Comments","Reliability","WealthQuintile"
"Romania","ROU","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Total","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Romania","ROU","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Female","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Romania","ROU","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Male","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Russian Federation","RUS","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Total","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Russian Federation","RUS","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Female","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Russian Federation","RUS","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Male","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Serbia","SRB","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",44.5,"Total","1-14","Rate","MICS 2019","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Serbia","SRB","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",42.5,"Female","1-14","Rate","MICS 2019","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Serbia","SRB","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",46.3,"Male","1-14","Rate","MICS 2019","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Slovakia","SVK","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Total","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Slovakia","SVK","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Female","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Slovakia","SVK","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Male","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Slovenia","SVN","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Total","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Slovenia","SVN","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Female","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Slovenia","SVN","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Male","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Spain","ESP","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Total","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Spain","ESP","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Female","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Spain","ESP","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Male","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Sweden","SWE","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Total","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Sweden","SWE","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Female","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Sweden","SWE","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Male","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Total","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Female","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Male","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Tajikistan","TJK","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",69,"Total","1-14","Rate","DHS 2017","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Tajikistan","TJK","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",67.6,"Female","1-14","Rate","DHS 2017","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Tajikistan","TJK","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",70.3,"Male","1-14","Rate","DHS 2017","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Türkiye","TUR","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",55.6,"Total","1-14","Rate","Türkiye Child Survey 2022","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Türkiye","TUR","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",54.1,"Female","1-14","Rate","Türkiye Child Survey 2022","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Türkiye","TUR","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",56.9,"Male","1-14","Rate","Türkiye Child Survey 2022","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Turkmenistan","TKM","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",68.6,"Total","1-14","Rate","MICS 2019","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Turkmenistan","TKM","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",67.4,"Female","1-14","Rate","MICS 2019","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Turkmenistan","TKM","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",69.7,"Male","1-14","Rate","MICS 2019","UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"Ukraine","UKR","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",61.2,"Total","1-14","Rate","MICS 2012","UNICEF-CHLD-DISCIPLINE","Composite phoenomena","Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. | Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",NA,NA
"Ukraine","UKR","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",54.9,"Female","1-14","Rate","MICS 2012","UNICEF-CHLD-DISCIPLINE","Composite phoenomena","Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. | Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",NA,NA
"Ukraine","UKR","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",67.6,"Male","1-14","Rate","MICS 2012","UNICEF-CHLD-DISCIPLINE","Composite phoenomena","Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. | Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",NA,NA
"United Kingdom","GBR","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Total","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
"United Kingdom","GBR","Percentage of children 1–14 years old who experience any violent discipline (psychological aggression and/or physical punishment) in the past month.","2024",NA,"Female","1-14","Rate",NA,"UNICEF-CHLD-DISCIPLINE","Composite phoenomena",NA,NA,NA
